"ID","TIME","ANGLE","CAMERA","IS_REVIEWED","IS_REVIEWED_POSITIVE_SIGHTING","POSITIVE_PROCESED","IS_FLAGGED","IS_TRUCK","LICENCE_PLATE","FLASH_CONFIDENCE","NON_FLASH_CONFIDENCE","VEHICLE_TYPE_REVIEW","SIGHTING_CLASS","PROCESSED_BY","PROCESSED_ON","REVIEWED_BY","REVIEWED_ON"
"00809ca4-5904-43ea-ae1f-df3082e34946","Tuesday, October 16, 2018 2:23 PM","CLOSE","CLOSE-4K",,,false,,,,,,,,"cam@onetask.com.au","Wednesday, October 17, 2018 4:23 PM",,""
"0080fc73-d6f0-4546-b3ab-fe0c86eae98f","Thursday, October 18, 2018 10:44 AM","UPROAD","UPROAD-4K",,,false,false,,,,,,,"cam@onetask.com.au","Saturday, October 20, 2018 8:24 PM",,""
"00812027-d27d-4bbf-9cf7-4eaac4b4aab2","Wednesday, October 17, 2018 6:55 PM","UPROAD","UPROAD-4K",,,false,false,,,,,,,"cam@onetask.com.au","Friday, October 19, 2018 6:29 PM",,""
"0081c232-1636-46e0-abaf-7a47e74dbdcb","Tuesday, October 16, 2018 11:57 AM","UPROAD","UPROAD-4K",,,false,,,,,,,,"alex@onetask.com.au","Wednesday, October 17, 2018 10:25 PM",,""
"00822e36-586f-4a48-88ee-e5746b782587","Wednesday, October 17, 2018 10:46 AM","UPROAD","UPROAD-4K",,,false,true,,,,,,,"cam@onetask.com.au","Friday, October 19, 2018 4:43 PM",,""
"0082985b-770b-4dcc-aef1-11a2ce0b5e99","Tuesday, October 16, 2018 11:21 AM","CLOSE","CLOSE-4K",,,false,,,,,,,,"cam@onetask.com.au","Wednesday, October 17, 2018 3:01 PM",,""
"0082ce00-cb88-4039-bef7-7145b5dccc01","Thursday, October 18, 2018 2:41 PM","UPROAD","UPROAD-4K",,,false,true,,,,,,,"cam@onetask.com.au","Saturday, October 20, 2018 9:30 PM",,""
"00831f96-ee46-406b-97a9-8b5aa51f9099","Wednesday, October 17, 2018 9:53 AM","UPROAD","UPROAD-4K",,,false,false,,,,,,,"cam@onetask.com.au","Friday, October 19, 2018 4:21 PM",,""
"00834c12-84b1-40ee-918c-21268867daeb","Tuesday, October 16, 2018 4:10 PM","CLOSE","CLOSE-4K",,,false,,,,,,,,"cam@onetask.com.au","Wednesday, October 17, 2018 9:17 PM",,""
"008495d4-6171-4e46-9e24-1aa9cd9891f3","Wednesday, October 17, 2018 6:29 PM","CLOSE","CLOSE-4K",,,false,false,,,,,,,"cam@onetask.com.au","Friday, October 19, 2018 9:21 AM",,""
"0085ef41-7920-4e41-b5d1-448f195cb8d2","Thursday, October 18, 2018 9:20 AM","CLOSE","CLOSE-4K",,,false,false,,,,,,,"cam@onetask.com.au","Saturday, October 20, 2018 1:04 PM",,""
"0088e644-a286-4506-96c8-a8fce17249de","Tuesday, October 16, 2018 7:54 AM","UPROAD","UPROAD-4K",,,false,,,,,,,,"alex@onetask.com.au","Wednesday, October 17, 2018 5:03 PM",,""
"008949f6-277f-4dc8-84d4-97d102f08f4e","Tuesday, October 16, 2018 11:05 AM","CLOSE","CLOSE-4K",,,false,,,,,,,,"cam@onetask.com.au","Wednesday, October 17, 2018 2:55 PM",,""
"008957f4-7c3b-4150-b141-39a674eb8d5e","Thursday, October 18, 2018 10:28 AM","CLOSE","CLOSE-4K",,,false,false,,,,,,,"cam@onetask.com.au","Saturday, October 20, 2018 1:18 PM",,""
"008b1d5d-a914-4dd0-acb0-b7ca18fbad82","Friday, October 19, 2018 8:31 PM","CLOSE","CLOSE-4K",,,false,false,,,,,,,"cam@onetask.com.au","Monday, October 22, 2018 10:52 AM",,""
"008dcfc0-8a6f-482b-8b9b-d90833540d92","Friday, October 19, 2018 8:45 PM","CLOSE","CLOSE-4K",,,false,false,,,,,,,"cam@onetask.com.au","Monday, October 22, 2018 10:55 AM",,""
"008e5434-1c0a-4364-9f7d-9ece4d3f8d80","Thursday, October 18, 2018 11:30 PM","UPROAD","UPROAD-4K",,,false,true,,,,,,,"jaycorichter@gmail.com","Sunday, October 21, 2018 11:28 PM",,""
"008ed9a0-4871-460e-8eb5-8b414db21466","Friday, October 19, 2018 8:23 PM","CLOSE","CLOSE-4K",,,false,false,,,,,,,"cam@onetask.com.au","Monday, October 22, 2018 10:50 AM",,""
"008fe406-2001-45a1-9473-fcf5380f24a3","Thursday, October 18, 2018 8:26 AM","CLOSE","CLOSE-4K",,,false,false,,,,,,,"cam@onetask.com.au","Saturday, October 20, 2018 12:46 PM",,""
"00915387-4b1e-4648-b150-fabe32744cc5","Thursday, October 18, 2018 3:18 PM","CLOSE","CLOSE-4K",,,false,true,,,,,,,"cam@onetask.com.au","Saturday, October 20, 2018 2:29 PM",,""
"009372e5-c7a4-427a-81fc-80b812d678cd","Tuesday, October 16, 2018 3:21 PM","UPROAD","UPROAD-4K",,,false,,,,,,,,"cam@onetask.com.au","Wednesday, October 17, 2018 11:35 PM",,""
"0095a3da-2041-45bd-925c-1f858fe38970","Tuesday, October 16, 2018 2:39 PM","CLOSE","CLOSE-4K",,,false,,,,,,,,"cam@onetask.com.au","Wednesday, October 17, 2018 8:41 PM",,""
"0096b126-10c7-43c5-a3f6-4e67420a4fc8","Tuesday, October 16, 2018 1:16 PM","UPROAD","UPROAD-4K",,,false,,,,,,,,"cam@onetask.com.au","Thursday, October 18, 2018 12:00 AM",,""
"0098b8c6-23bd-4582-8670-58ef23f6e0f5","Wednesday, October 17, 2018 1:26 PM","CLOSE","CLOSE-4K",,,false,false,,,,,,,"cam@onetask.com.au","Friday, October 19, 2018 8:14 AM",,""
"009af338-c9c5-4d5f-bb42-e7cfdb03782d","Thursday, October 18, 2018 10:37 AM","CLOSE","CLOSE-4K",,,false,true,,,,,,,"cam@onetask.com.au","Saturday, October 20, 2018 1:20 PM",,""
"009b4b68-c66e-421a-a828-c176c51f150c","Tuesday, October 16, 2018 11:19 AM","UPROAD","UPROAD-4K",,,false,,,,,,,,"alex@onetask.com.au","Wednesday, October 17, 2018 9:55 PM",,""
"009bb652-12a7-418d-b641-272ebec099c4","Thursday, October 18, 2018 3:15 PM","UPROAD","UPROAD-4K",,,false,true,,,,,,,"jaycorichter@gmail.com","Sunday, October 21, 2018 10:16 PM",,""
"009bd47d-91ca-4787-946f-6a9466f189b6","Tuesday, October 16, 2018 5:28 PM","CLOSE","CLOSE-4K",,,false,,,,,,,,"cam@onetask.com.au","Wednesday, October 17, 2018 10:17 PM",,""
"009bfae6-6f7c-4d7b-8ee6-38d73de59c53","Thursday, October 18, 2018 7:01 PM","CLOSE","CLOSE-4K",,,false,true,,,,,,,"cam@onetask.com.au","Saturday, October 20, 2018 3:15 PM",,""
"009c6b15-90e4-4c74-8e87-30236caeb89f","Tuesday, October 16, 2018 11:36 AM","UPROAD","UPROAD-4K",,,false,,,,,,,,"alex@onetask.com.au","Wednesday, October 17, 2018 10:09 PM",,""
"009d1503-b2b9-47d6-974d-c5074be9ca9c","Tuesday, October 16, 2018 3:00 PM","UPROAD","UPROAD-4K",,,false,,,,,,,,"cam@onetask.com.au","Wednesday, October 17, 2018 11:41 PM",,""
"009e5551-6ffd-4729-a9b9-21e277c61160","Thursday, October 18, 2018 9:04 AM","UPROAD","UPROAD-4K",,,false,false,,,,,,,"cam@onetask.com.au","Saturday, October 20, 2018 7:52 PM",,""
"009e9e87-c0e5-432e-8fdc-f93a2ddb273c","Thursday, October 18, 2018 3:47 PM","UPROAD","UPROAD-4K",,,false,false,,,,,,,"jaycorichter@gmail.com","Sunday, October 21, 2018 10:25 PM",,""
"009f38d2-c566-49ba-b946-26342c87063e","Tuesday, October 16, 2018 5:46 PM","UPROAD","UPROAD-4K",,,false,,,,,,,,"cam@onetask.com.au","Wednesday, October 17, 2018 10:32 PM",,""
"00a2ad30-295a-43ab-994e-8e6ff43da00b","Thursday, October 18, 2018 6:25 AM","CLOSE","CLOSE-4K",,,false,false,,,,,,,"cam@onetask.com.au","Saturday, October 20, 2018 12:15 PM",,""
"00a32cb2-7a82-4ea2-8fb0-80e47ca94510","Tuesday, October 16, 2018 4:50 PM","CLOSE","CLOSE-4K",,,false,,,,,,,,"cam@onetask.com.au","Wednesday, October 17, 2018 9:42 PM",,""
"00a3b482-ce1f-427b-a6bc-7a0edff0616c","Thursday, October 18, 2018 11:02 PM","CLOSE","CLOSE-4K",,,false,true,,,,,,,"cam@onetask.com.au","Saturday, October 20, 2018 3:29 PM",,""
"00a6214f-add9-449f-b22e-54997ca25eff","Wednesday, October 17, 2018 2:47 PM","UPROAD","UPROAD-4K",,,false,false,,,,,,,"cam@onetask.com.au","Friday, October 19, 2018 5:21 PM",,""
"00a76fa1-cba7-4b30-96b7-668ecd5affbf","Tuesday, October 16, 2018 5:05 PM","CLOSE","CLOSE-4K",,,false,,,,,,,,"cam@onetask.com.au","Wednesday, October 17, 2018 10:00 PM",,""
"00a781e8-ca2d-49a5-987a-c1276bf17b99","Thursday, October 18, 2018 3:52 PM","UPROAD","UPROAD-4K",,,false,false,,,,,,,"jaycorichter@gmail.com","Sunday, October 21, 2018 10:26 PM",,""
"00a788e1-52ef-4194-bd11-d7fefc0fdc23","Tuesday, October 16, 2018 11:17 AM","UPROAD","UPROAD-4K",,,false,,,,,,,,"alex@onetask.com.au","Wednesday, October 17, 2018 9:52 PM",,""
"00a859aa-9ee3-4a13-be1f-2f4504beeeff","Friday, October 19, 2018 6:15 PM","UPROAD","UPROAD-4K",,,false,false,,,,,,,"jaycorichter@gmail.com","Monday, October 22, 2018 11:56 AM",,""
"00a8e0dd-53c1-44c2-9e28-8cfaa0af9f8b","Wednesday, October 17, 2018 5:51 PM","UPROAD","UPROAD-4K",,,false,false,,,,,,,"cam@onetask.com.au","Friday, October 19, 2018 6:11 PM",,""
"00a9c89d-dd41-48bb-96c8-9776c480bb79","Friday, October 19, 2018 9:08 PM","UPROAD","UPROAD-4K",,,false,false,,,,,,,"jaycorichter@gmail.com","Monday, October 22, 2018 12:28 PM",,""
"00a9de81-c2ed-4092-b71b-d2e60ef32647","Thursday, October 18, 2018 7:16 PM","CLOSE","CLOSE-4K",,,false,false,,,,,,,"cam@onetask.com.au","Saturday, October 20, 2018 3:18 PM",,""
"00abc838-e64c-4b5f-85a8-0b36cc6f17f8","Tuesday, October 16, 2018 11:25 AM","UPROAD","UPROAD-4K",,,false,,,,,,,,"alex@onetask.com.au","Wednesday, October 17, 2018 10:03 PM",,""
"00ac1319-3b57-48f4-ac34-e05ccdc9a81b","Thursday, October 18, 2018 10:25 PM","UPROAD","UPROAD-4K",,,false,true,,,,,,,"jaycorichter@gmail.com","Sunday, October 21, 2018 11:18 PM",,""
"00ace1cd-94ef-40ff-81e7-2f76c7b9cd10","Thursday, October 18, 2018 1:28 PM","UPROAD","UPROAD-4K",,,false,false,,,,,,,"cam@onetask.com.au","Saturday, October 20, 2018 9:14 PM",,""
"00af46ef-812a-44c8-821e-ac939a4c05dd","Wednesday, October 17, 2018 4:08 PM","CLOSE","CLOSE-4K",,,false,false,,,,,,,"cam@onetask.com.au","Friday, October 19, 2018 8:40 AM",,""
"00b25744-35e1-4f50-8238-b79c5323bcf8","Wednesday, October 17, 2018 6:35 PM","UPROAD","UPROAD-4K",,,false,false,,,,,,,"cam@onetask.com.au","Friday, October 19, 2018 6:22 PM",,""
"00b42728-bbfa-4bd6-ab1c-39a63be12042","Tuesday, October 16, 2018 4:42 PM","UPROAD","UPROAD-4K",,,false,,,,,,,,"cam@onetask.com.au","Wednesday, October 17, 2018 11:09 PM",,""
"00b457b0-c247-49ea-9b8a-d28caea6d5b7","Tuesday, October 16, 2018 1:30 PM","UPROAD","UPROAD-4K",,,false,,,,,,,,"cam@onetask.com.au","Thursday, October 18, 2018 12:26 AM",,""
"00b4a744-0779-4082-9811-4c702ac41b50","Wednesday, October 17, 2018 1:03 PM","CLOSE","CLOSE-4K",,,false,false,,,,,,,"cam@onetask.com.au","Friday, October 19, 2018 8:05 AM",,""
"00b66a0e-919f-46b3-b532-8a0924eea648","Tuesday, October 16, 2018 5:48 AM","CLOSE","CLOSE-4K",,,false,,,,,,,,"cam@onetask.com.au","Wednesday, October 17, 2018 1:32 PM",,""
"00b6c7ef-ad0c-46e7-8b99-dba64f56ce5b","Wednesday, October 17, 2018 6:39 PM","UPROAD","UPROAD-4K",,,false,false,,,,,,,"cam@onetask.com.au","Friday, October 19, 2018 6:23 PM",,""
"00b6d615-3f17-46d8-b8d0-04e94e2f4075","Thursday, October 18, 2018 3:33 PM","UPROAD","UPROAD-4K",,,false,true,,,,,,,"jaycorichter@gmail.com","Sunday, October 21, 2018 10:20 PM",,""
"00b6f22b-a198-4ee1-84e4-e13b800f1eb6","Tuesday, October 16, 2018 5:15 PM","CLOSE","CLOSE-4K",,,false,,,,,,,,"cam@onetask.com.au","Wednesday, October 17, 2018 10:04 PM",,""
"00b864f1-9ae3-4b36-ae87-f3878834ab1f","Saturday, October 20, 2018 12:42 AM","UPROAD","UPROAD-4K",,,false,false,,,,,,,"jaycorichter@gmail.com","Monday, October 22, 2018 12:58 PM",,""
"00bc18b2-919a-4663-a66a-a8a209be218e","Wednesday, October 17, 2018 5:30 PM","CLOSE","CLOSE-4K",,,false,false,,,,,,,"cam@onetask.com.au","Friday, October 19, 2018 9:03 AM",,""
"00be585e-79b1-4cee-bff9-6ccc2b98c646","Wednesday, October 17, 2018 11:49 AM","UPROAD","UPROAD-4K",,,false,false,,,,,,,"cam@onetask.com.au","Friday, October 19, 2018 5:01 PM",,""
"00be619a-1549-44c4-9719-608dc00522f8","Tuesday, October 16, 2018 2:29 PM","UPROAD","UPROAD-4K",,,false,,,,,,,,"cam@onetask.com.au","Thursday, October 18, 2018 12:57 AM",,""
"00beb2ca-bc90-4f73-95db-0d8bc79b0898","Tuesday, October 16, 2018 12:26 PM","CLOSE","CLOSE-4K",,,false,,,,,,,,"cam@onetask.com.au","Wednesday, October 17, 2018 3:44 PM",,""
"00bf1583-4a46-408b-b38e-4bc8d9829ef0","Thursday, October 18, 2018 10:26 PM","UPROAD","UPROAD-4K",,,false,true,,,,,,,"jaycorichter@gmail.com","Sunday, October 21, 2018 11:18 PM",,""
"00bf92ca-29c4-40a0-b9fb-f18b3be88e54","Tuesday, October 16, 2018 11:25 AM","UPROAD","UPROAD-4K",,,false,,,,,,,,"alex@onetask.com.au","Wednesday, October 17, 2018 10:03 PM",,""
"00bf9524-57ab-48e1-a44f-0819c0800ab1","Thursday, October 18, 2018 3:10 PM","UPROAD","UPROAD-4K",,,false,true,,,,,,,"jaycorichter@gmail.com","Sunday, October 21, 2018 10:14 PM",,""
"00c2e88a-c456-40d0-93fa-88f5f8dd6c03","Thursday, October 18, 2018 10:01 AM","CLOSE","CLOSE-4K",,,false,false,,,,,,,"cam@onetask.com.au","Saturday, October 20, 2018 1:10 PM",,""
"00c4a0f2-5970-40a1-9e5a-ae950eed3896","Wednesday, October 17, 2018 9:22 PM","UPROAD","UPROAD-4K",,,false,false,,,,,,,"cam@onetask.com.au","Friday, October 19, 2018 6:43 PM",,""
"00c57506-614f-4a96-aef6-e9fef8054f7f","Thursday, October 18, 2018 6:27 AM","CLOSE","CLOSE-4K",,,false,true,,,,,,,"cam@onetask.com.au","Saturday, October 20, 2018 12:15 PM",,""
"00caac77-3037-48c6-b5b4-46c91d2551b3","Thursday, October 18, 2018 10:41 PM","UPROAD","UPROAD-4K",,,false,true,,,,,,,"jaycorichter@gmail.com","Sunday, October 21, 2018 11:21 PM",,""
"00cb2709-6451-452a-bde9-26165e83c8df","Tuesday, October 16, 2018 5:08 AM","CLOSE","CLOSE-4K",,,false,,,,,,,,"cam@onetask.com.au","Wednesday, October 17, 2018 1:22 PM",,""
"00cbbc5c-619f-426b-aa0e-edd87ff480ed","Tuesday, October 16, 2018 4:15 PM","CLOSE","CLOSE-4K",,,false,,,,,,,,"cam@onetask.com.au","Wednesday, October 17, 2018 9:21 PM",,""
"00cc6c2d-83ca-478a-9ef3-a9c7be65da83","Tuesday, October 16, 2018 5:34 AM","CLOSE","CLOSE-4K",,,false,,,,,,,,"cam@onetask.com.au","Wednesday, October 17, 2018 1:25 PM",,""
"00cc7d43-5db0-4980-809c-2bcf39912f33","Wednesday, October 17, 2018 7:54 AM","CLOSE","CLOSE-4K",,,false,false,,,,,,,"cam@onetask.com.au","Friday, October 19, 2018 5:24 AM",,""
"00cde08b-0819-42a4-af49-8972d665cd4a","Thursday, October 18, 2018 7:46 AM","CLOSE","CLOSE-4K",,,false,false,,,,,,,"cam@onetask.com.au","Saturday, October 20, 2018 12:36 PM",,""
"00cdec68-3a75-4a75-a079-6b18ee4ff192","Thursday, October 18, 2018 4:32 PM","CLOSE","CLOSE-4K",,,false,true,,,,,,,"cam@onetask.com.au","Saturday, October 20, 2018 2:43 PM",,""
"00ce0d2a-9f57-4de7-bd1a-eb836b7b05aa","Friday, October 19, 2018 6:05 PM","UPROAD","UPROAD-4K",,,false,false,,,,,,,"jaycorichter@gmail.com","Monday, October 22, 2018 11:53 AM",,""
